car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Toyota,2016-04-19,1963465,Average,1,Hybrid,48164,Yes,140432
Hyundai,2019-08-30,1199452,Poor,5,Diesel,57772,Yes,80189
Toyota,2020-03-16,1619378,Good,5,Petrol,42803,No,217094
BMW,2017-01-21,2273006,Poor,1,Diesel,112098,Yes,96483
Ford,2016-02-23,2738895,Average,2,Hybrid,156287,Yes,103583
Mahindra,2021-06-04,1134983,Good,1,Diesel,48509,No,242923
Mahindra,2021-03-28,1313688,Poor,2,Hybrid,35296,No,174568
Kia,2024-10-21,1145190,Good,4,Hybrid,136318,No,250668
Audi,2018-02-08,704243,Excellent,5,Hybrid,144020,Yes,50225
Hyundai,2019-01-27,682550,Good,1,Petrol,54895,No,90651
Honda,2018-03-14,1711556,Good,4,Hybrid,51663,No,194108
Audi,2018-07-28,647589,Good,5,Diesel,69722,No,63841
BMW,2017-08-26,2695151,Good,3,Hybrid,195628,Yes,111987
BMW,2022-04-10,2245101,Average,1,Diesel,186517,Yes,179226
Audi,2022-01-01,1085309,Good,5,Hybrid,193724,Yes,82815
Mahindra,2024-01-23,355205,Poor,2,Hybrid,198466,No,50000
Maruti,2016-12-31,1649550,Average,2,Hybrid,153638,No,81115
Mahindra,2015-06-14,905011,Good,2,Petrol,80649,No,56698
Honda,2019-10-03,380130,Excellent,4,Hybrid,185038,Yes,50000
Audi,2022-02-02,1767778,Poor,3,Electric,125691,No,178832
Ford,2015-03-15,1781711,Average,1,Electric,108233,No,95825
Hyundai,2018-11-13,1597825,Excellent,4,Diesel,183719,Yes,95769
Toyota,2015-04-22,1717272,Excellent,3,Hybrid,122049,Yes,99679
Tata,2017-06-12,2247771,Average,3,Petrol,43626,Yes,155319
BMW,2023-12-31,682755,Excellent,2,Electric,31778,No,306020
Tata,2021-02-06,1733797,Excellent,2,Petrol,6498,No,437210
Kia,2022-06-09,1139020,Average,4,Petrol,132561,No,121461
Ford,2017-09-12,2580404,Average,5,Electric,184819,Yes,90079
Toyota,2017-04-18,664970,Average,2,Electric,121378,No,50000
BMW,2019-03-09,624790,Poor,1,Hybrid,62923,Yes,50445
Maruti,2021-11-22,1411874,Excellent,3,Petrol,75866,No,292946
Honda,2020-06-10,1288906,Average,2,Diesel,152629,Yes,94238
Hyundai,2022-12-21,2774016,Good,5,Electric,35008,No,729462
Maruti,2021-07-10,807871,Average,3,Diesel,44859,Yes,115509
Ford,2016-01-18,683918,Good,5,Electric,89374,No,50000
Maruti,2021-07-23,2754143,Average,4,Petrol,199651,Yes,137315
Kia,2017-11-29,437398,Average,1,Petrol,74870,Yes,50000
Hyundai,2015-12-15,1324850,Poor,2,Electric,112261,No,56176
Hyundai,2016-12-20,1063619,Excellent,2,Electric,23227,No,156860
Honda,2020-06-02,1351181,Good,5,Petrol,14411,No,208243
Ford,2015-12-30,2501995,Poor,1,Diesel,89421,No,111263
Tata,2024-11-27,484757,Poor,3,Hybrid,118140,No,76139
Ford,2017-03-27,407933,Average,2,Hybrid,90719,No,50000
Audi,2015-08-30,1180626,Good,4,Diesel,141811,Yes,50000
Mahindra,2019-10-13,1439048,Good,4,Diesel,187410,No,89728
Mahindra,2016-01-16,2504917,Excellent,1,Diesel,11601,No,307436
Audi,2020-09-09,1970507,Average,3,Hybrid,154737,Yes,149441
Mahindra,2017-07-29,1743955,Good,5,Petrol,163659,No,80791
Mahindra,2020-01-18,2788390,Good,1,Electric,153861,No,314172
Toyota,2019-07-15,1410159,Good,3,Diesel,94067,No,163593
BMW,2021-05-07,2055627,Poor,3,Hybrid,173913,Yes,112933
Ford,2018-05-21,471543,Good,3,Petrol,33327,No,54839
Toyota,2022-12-20,789510,Good,2,Petrol,66152,No,179090
Kia,2021-07-03,1413871,Poor,5,Electric,148713,Yes,90285
Toyota,2023-11-17,1790453,Average,3,Electric,147089,No,283342
Audi,2020-06-19,1394424,Good,1,Diesel,155960,Yes,131643
Hyundai,2019-10-15,2213811,Poor,1,Diesel,178489,Yes,94726
Honda,2019-06-26,1275870,Good,1,Electric,38304,No,234864
Toyota,2015-07-08,492471,Good,1,Hybrid,73243,No,50000
Toyota,2023-03-28,1589186,Poor,2,Electric,187201,No,132337
Honda,2017-03-27,1550597,Poor,4,Petrol,161178,Yes,50000
Hyundai,2018-11-03,1780147,Poor,4,Diesel,120561,No,91066
Kia,2016-04-07,2542606,Good,4,Petrol,11431,No,214105
Hyundai,2017-11-17,2929736,Average,4,Diesel,96753,Yes,174238
Kia,2021-04-29,1579665,Excellent,5,Hybrid,167462,Yes,161601
BMW,2016-02-18,1965692,Average,4,Hybrid,85999,No,109808
Audi,2015-06-23,2167875,Good,4,Petrol,189049,Yes,55542
Kia,2018-06-12,1213151,Good,1,Hybrid,122792,Yes,108202
Hyundai,2017-02-28,408216,Poor,5,Petrol,107334,No,50000
Toyota,2019-11-11,370058,Average,5,Hybrid,146759,No,50000
Toyota,2019-05-21,2010396,Good,3,Diesel,27103,No,301590
Honda,2023-03-09,1496471,Average,1,Hybrid,132922,No,241770
Honda,2023-08-27,704475,Good,2,Diesel,107428,Yes,141836
Audi,2021-11-29,786768,Average,2,Petrol,51373,No,127827
Toyota,2020-05-13,1148112,Good,2,Diesel,114487,No,144945
Kia,2017-04-20,1298435,Excellent,2,Diesel,125444,Yes,101214
BMW,2022-01-01,1479366,Poor,3,Diesel,136014,Yes,110224
Toyota,2024-04-24,664292,Excellent,1,Hybrid,43955,No,296381
Honda,2018-09-30,905883,Good,3,Petrol,180025,Yes,50000
Ford,2018-10-05,2327905,Good,3,Diesel,98082,No,233447
Kia,2016-02-17,1961490,Excellent,3,Diesel,43074,No,195791
Kia,2019-06-15,1998453,Average,4,Hybrid,59593,No,215232
Maruti,2021-07-14,2901871,Good,5,Hybrid,104913,Yes,376669
BMW,2023-07-20,1656890,Good,5,Electric,112036,No,339493
Audi,2024-09-03,2483181,Good,5,Electric,150377,No,486346
Audi,2020-06-18,902385,Good,1,Hybrid,12691,No,201304
Mahindra,2021-04-27,474354,Average,2,Diesel,135701,Yes,50000
BMW,2015-10-30,1832863,Good,1,Diesel,40633,No,162835
Honda,2018-03-26,2960429,Good,3,Hybrid,98814,No,289540
Tata,2015-08-01,597683,Average,3,Diesel,69871,Yes,50000
Hyundai,2015-12-03,811843,Poor,3,Diesel,68471,No,50000
BMW,2016-01-09,1253079,Poor,1,Electric,37284,Yes,71227
Audi,2024-09-30,978723,Poor,5,Petrol,10753,Yes,166786
Ford,2015-01-20,1883790,Good,4,Hybrid,136175,Yes,76047
BMW,2020-08-24,1510988,Good,5,Diesel,147308,Yes,124580
Kia,2017-11-09,2025242,Average,2,Diesel,109609,Yes,125652
Honda,2024-01-18,2105501,Average,5,Petrol,14833,No,467606
Hyundai,2021-12-22,2837582,Average,4,Hybrid,178776,Yes,208998
BMW,2015-12-13,2247763,Excellent,4,Diesel,192690,No,85941
Ford,2022-12-17,2075812,Good,5,Electric,184847,No,236783
Tata,2016-02-10,1894874,Poor,1,Petrol,196002,No,50000
Toyota,2024-03-12,1772305,Excellent,2,Electric,14032,No,874519
Honda,2022-09-01,756651,Excellent,3,Petrol,6752,No,232991
Tata,2017-09-06,2917053,Good,3,Petrol,105809,Yes,198295
Ford,2024-06-12,2291110,Good,1,Petrol,71771,No,679039
Mahindra,2016-11-04,2525446,Good,5,Diesel,134366,Yes,121692
Tata,2015-09-16,1011750,Average,2,Electric,15837,Yes,74860
Audi,2019-05-23,321854,Good,5,Electric,121410,Yes,50000
Honda,2019-07-13,2397640,Excellent,5,Petrol,54903,No,329286
Maruti,2022-05-16,585924,Excellent,4,Diesel,145479,Yes,82515
Mahindra,2023-01-18,1612469,Poor,5,Petrol,154624,No,116383
Hyundai,2015-10-28,627385,Average,1,Petrol,52598,No,50000
Mahindra,2018-07-23,2610856,Average,4,Petrol,159009,No,124743
Maruti,2016-04-06,1522850,Average,1,Hybrid,34079,No,127051
Hyundai,2023-02-26,1666317,Poor,3,Petrol,6020,Yes,250563
Toyota,2019-01-10,676312,Good,5,Electric,146071,No,54384
Hyundai,2023-01-08,2787913,Good,2,Diesel,35058,No,774190
Maruti,2015-03-10,2210172,Average,5,Diesel,91209,No,91153
Kia,2019-03-09,2351024,Average,2,Electric,39029,Yes,281217
BMW,2023-08-08,2143712,Excellent,1,Electric,115775,No,651243
Mahindra,2016-01-09,2051045,Average,2,Diesel,68309,No,127682
Maruti,2023-03-27,1258584,Excellent,4,Petrol,155030,No,198415
Kia,2018-03-09,2129429,Poor,4,Petrol,30883,Yes,123381
Kia,2021-06-03,539129,Average,1,Petrol,52023,Yes,76425
Maruti,2022-04-02,776384,Average,3,Hybrid,109129,Yes,99718
Audi,2021-04-04,1862202,Good,1,Diesel,100908,Yes,276366
Hyundai,2016-03-09,416634,Excellent,4,Electric,74578,No,50000
Honda,2016-09-17,2870901,Poor,4,Hybrid,9868,Yes,161294
Audi,2022-02-16,628271,Average,4,Petrol,132719,Yes,57284
Honda,2016-03-02,1166746,Good,2,Hybrid,39936,No,111298
Mahindra,2015-11-29,2806620,Average,2,Hybrid,80606,Yes,155954
Hyundai,2023-06-22,776988,Excellent,3,Petrol,47451,No,234866
Hyundai,2019-10-09,1246346,Good,3,Petrol,167954,No,89909
Toyota,2022-05-26,1795007,Average,4,Diesel,135628,Yes,180071
BMW,2021-08-04,2892390,Average,5,Petrol,42556,No,388964
Mahindra,2023-08-10,429176,Average,4,Electric,171466,Yes,50000
BMW,2024-05-27,2750689,Good,3,Petrol,67750,No,741351
Tata,2024-11-13,449107,Average,2,Petrol,51583,Yes,106131
Tata,2021-03-07,660564,Excellent,5,Electric,123069,No,104014
Kia,2015-07-26,1771311,Good,1,Hybrid,5415,No,182672
Audi,2024-06-28,1977768,Average,4,Petrol,53662,No,433299
Toyota,2020-01-05,2584406,Good,2,Petrol,151634,Yes,206954
Honda,2020-08-04,2178885,Excellent,1,Electric,58597,No,531726
Tata,2019-03-02,2554910,Excellent,5,Petrol,156509,No,193612
Tata,2017-05-04,2917622,Poor,2,Petrol,148510,No,102984
Audi,2018-07-29,2928517,Good,2,Diesel,131113,Yes,226395
Ford,2021-05-31,1490371,Poor,3,Diesel,161141,Yes,85445
Mahindra,2020-12-23,347715,Excellent,4,Petrol,110809,No,50000
Tata,2024-07-28,524596,Excellent,4,Petrol,187969,Yes,71512
Honda,2017-02-12,495827,Average,1,Petrol,194863,No,50000
Maruti,2023-10-22,1483236,Good,4,Hybrid,193640,No,179319
Honda,2017-12-27,473097,Poor,1,Electric,131425,No,50000
Hyundai,2018-07-04,1557316,Good,2,Diesel,165861,No,105069
Hyundai,2016-08-30,440335,Excellent,2,Petrol,155028,No,50000
Kia,2018-10-29,970908,Excellent,5,Diesel,188067,Yes,52371
Toyota,2024-11-09,1843401,Excellent,4,Diesel,97082,No,567528
Maruti,2015-08-10,1531725,Good,3,Diesel,90317,No,95505
BMW,2018-01-10,400598,Average,3,Electric,58877,Yes,50000
Mahindra,2017-10-07,1594088,Average,1,Petrol,171261,No,71938
Hyundai,2020-06-03,2660820,Poor,4,Hybrid,38711,No,273475
Hyundai,2017-04-30,2599037,Poor,1,Electric,152169,No,114224
BMW,2021-04-15,1863235,Good,4,Hybrid,56934,No,341765
Hyundai,2023-01-16,1320109,Average,4,Hybrid,46224,Yes,242148
Hyundai,2024-06-05,1810588,Good,4,Hybrid,83447,No,493082
Ford,2022-11-17,2990424,Good,3,Petrol,15655,No,770010
Maruti,2018-01-06,2190407,Excellent,2,Electric,183834,Yes,144649
Tata,2019-09-18,1040730,Poor,4,Hybrid,123105,Yes,58075
Tata,2023-06-11,2272766,Poor,3,Diesel,153080,No,213060
Toyota,2024-04-26,618225,Average,3,Petrol,29775,Yes,137669
Audi,2023-01-28,1798390,Excellent,5,Electric,183554,No,253629
Toyota,2022-05-03,1097230,Poor,1,Electric,163315,Yes,90598
Tata,2023-01-19,1166036,Poor,4,Petrol,100768,No,122602
Maruti,2019-06-28,2107113,Average,4,Petrol,43844,Yes,191524
Maruti,2023-02-02,516852,Excellent,1,Electric,139581,Yes,113222
Audi,2024-03-25,1304484,Excellent,1,Petrol,179112,No,237249
BMW,2023-03-06,521720,Average,3,Electric,6325,No,141485
Maruti,2021-11-17,2533736,Average,3,Hybrid,127821,Yes,276314
Hyundai,2023-04-13,768327,Poor,2,Hybrid,5071,Yes,142716
Maruti,2015-01-09,1058301,Excellent,3,Hybrid,166531,No,50000
Audi,2020-10-08,2595920,Excellent,5,Petrol,158442,Yes,226734
BMW,2022-04-22,414497,Average,4,Petrol,185842,Yes,50000
Ford,2023-08-29,2027349,Good,2,Diesel,195823,Yes,221012
Hyundai,2017-02-02,1652002,Good,5,Hybrid,24531,No,163324
Audi,2015-03-11,1496883,Poor,1,Hybrid,77229,Yes,59308
Kia,2017-07-01,714091,Poor,1,Diesel,153874,Yes,50000
Audi,2016-11-03,2489760,Good,2,Petrol,103915,Yes,157346
Hyundai,2020-08-14,1707731,Average,3,Hybrid,66979,No,228182
Ford,2023-02-10,1580420,Good,2,Electric,73704,No,431127
Ford,2019-01-23,924430,Poor,3,Petrol,188442,No,50000
Kia,2020-03-16,1070658,Good,4,Diesel,123354,Yes,101000
Kia,2023-03-24,2700300,Excellent,2,Diesel,66966,No,818339
Hyundai,2023-07-27,2323979,Average,3,Petrol,120729,Yes,303894
Maruti,2016-10-28,2362844,Poor,1,Hybrid,99353,No,122219
BMW,2020-10-07,656341,Poor,5,Petrol,117174,Yes,50000
Honda,2019-12-06,2912797,Excellent,5,Hybrid,181612,Yes,212098
Toyota,2018-08-19,1985039,Good,1,Petrol,114021,Yes,167582
Honda,2020-03-13,589355,Poor,1,Petrol,62013,Yes,50000
Maruti,2020-08-21,2427755,Poor,1,Petrol,109407,No,194070
BMW,2018-09-26,2253551,Poor,3,Hybrid,59711,Yes,154287
Mahindra,2024-03-26,834500,Poor,5,Hybrid,173904,Yes,65162
Maruti,2024-10-16,1925684,Poor,2,Diesel,73454,Yes,329355
Kia,2022-12-29,537045,Good,3,Hybrid,52413,No,140207
Audi,2024-05-16,1855251,Average,4,Petrol,183564,No,188476
Tata,2017-07-24,2420052,Average,4,Petrol,130316,Yes,106503
Audi,2016-09-14,2673451,Excellent,4,Electric,108430,Yes,210466
Ford,2019-06-13,577534,Excellent,5,Electric,180077,Yes,50000
Toyota,2015-10-16,1262781,Average,5,Hybrid,81483,No,64123
Mahindra,2020-09-09,2232178,Poor,3,Hybrid,84527,Yes,188330
Ford,2023-11-14,1949991,Poor,5,Hybrid,121990,Yes,202595
Kia,2017-11-29,2334650,Poor,3,Electric,147798,Yes,94079
Honda,2020-04-12,1396412,Poor,1,Electric,97559,Yes,122233
Maruti,2018-08-19,1544306,Poor,1,Petrol,76017,Yes,94209
Toyota,2022-07-22,1610397,Average,3,Petrol,46931,Yes,252118
Kia,2016-12-22,2319332,Poor,5,Electric,153996,No,76042
Mahindra,2017-07-08,806568,Excellent,4,Diesel,176366,Yes,50000
Audi,2021-10-06,2709338,Excellent,2,Petrol,196963,Yes,240423
Toyota,2017-11-12,2003594,Good,4,Petrol,65010,No,178191
Honda,2021-10-16,2402467,Good,4,Diesel,29687,No,498669
Kia,2023-09-24,2656604,Average,1,Petrol,14591,No,700969
Tata,2016-08-02,1139771,Average,2,Diesel,10990,No,97009
Hyundai,2017-09-01,2005359,Average,1,Petrol,183657,Yes,72435
Hyundai,2020-05-05,1480135,Excellent,5,Diesel,77647,No,225523
Mahindra,2022-06-11,2191914,Poor,5,Hybrid,110790,Yes,191943
Kia,2018-10-04,1459696,Good,2,Diesel,130623,No,129554
Maruti,2015-07-17,511702,Excellent,5,Hybrid,75519,No,50000
Tata,2018-03-21,1959481,Poor,2,Electric,139429,No,102697
BMW,2016-06-19,1615387,Poor,3,Petrol,32642,No,82710
Ford,2024-03-18,2421503,Excellent,2,Electric,85858,No,897141
Audi,2021-05-04,2475007,Poor,5,Hybrid,171276,No,136920
Mahindra,2017-02-07,1930457,Good,1,Petrol,11140,No,219381
Honda,2020-02-07,2684938,Good,1,Diesel,16992,No,521545
Kia,2023-06-29,1307284,Average,1,Petrol,172801,No,147888
Kia,2019-05-09,505202,Poor,3,Hybrid,141716,Yes,50000
Audi,2020-02-27,2726297,Average,5,Petrol,143171,Yes,159178
Audi,2022-07-22,1853455,Good,2,Diesel,143852,Yes,253107
Hyundai,2016-10-11,1086342,Average,1,Hybrid,21184,No,103325
Toyota,2023-06-08,909779,Average,3,Diesel,197978,Yes,70973
Toyota,2022-11-03,1502044,Excellent,3,Petrol,158932,Yes,205942
Mahindra,2022-02-16,2685803,Good,5,Electric,131310,Yes,352783
Tata,2019-08-22,1467116,Average,4,Hybrid,27296,No,184744
Maruti,2016-11-03,1595515,Excellent,2,Diesel,27675,No,200053
Ford,2021-11-07,1521426,Excellent,2,Hybrid,117557,Yes,277126
Honda,2023-04-08,2097097,Excellent,4,Diesel,177318,Yes,271231
Audi,2015-04-08,1054360,Poor,1,Electric,135769,Yes,50000
Toyota,2017-03-19,2174750,Excellent,2,Hybrid,196251,Yes,105954
Honda,2022-02-21,2670059,Excellent,4,Diesel,20730,No,727389
Ford,2018-05-31,1346047,Poor,5,Diesel,57566,Yes,73516
Tata,2022-01-02,2712071,Average,3,Hybrid,170390,Yes,227245
Maruti,2019-09-10,1988557,Good,5,Electric,157352,No,165121
Honda,2023-03-09,1391656,Excellent,1,Petrol,187829,Yes,178307
Maruti,2023-04-03,1805580,Average,3,Diesel,21317,Yes,373622
Maruti,2017-07-10,1211625,Average,4,Electric,197949,No,50000
Hyundai,2024-02-07,2343210,Excellent,4,Petrol,10615,No,849181
Audi,2016-10-20,1249229,Good,3,Hybrid,77204,No,107242
Mahindra,2018-06-23,1389538,Good,4,Electric,137816,No,114380
Kia,2017-01-07,2268401,Poor,3,Electric,100996,No,114856
BMW,2020-07-14,2631676,Poor,2,Hybrid,151733,Yes,157229
Ford,2020-06-16,1515369,Good,2,Diesel,99871,No,209531
Audi,2023-06-20,1641894,Excellent,2,Electric,77529,No,559880
Hyundai,2015-11-15,694928,Good,5,Diesel,46671,No,50000
BMW,2022-07-27,984688,Average,3,Hybrid,143194,Yes,109408
Toyota,2023-03-19,593866,Average,3,Hybrid,158999,No,73198
Toyota,2024-10-20,1957806,Poor,3,Diesel,56566,Yes,341481
Mahindra,2020-11-18,1277962,Average,3,Diesel,165681,No,96307
Maruti,2020-06-06,2680725,Excellent,2,Electric,116566,No,460000
Toyota,2021-08-19,2230248,Poor,1,Electric,115150,Yes,222115
Tata,2016-04-28,2427385,Excellent,4,Petrol,15192,No,244361
Tata,2016-10-16,1824892,Average,5,Electric,115572,Yes,88026
Mahindra,2022-10-14,643306,Good,5,Electric,105616,Yes,108350
Kia,2020-01-20,1194929,Good,1,Hybrid,17426,No,245234
BMW,2023-07-14,352315,Poor,2,Electric,158689,No,50000
Tata,2016-03-02,957273,Excellent,3,Diesel,162108,Yes,50000
Hyundai,2015-08-11,2786311,Poor,5,Electric,199852,No,50177
Mahindra,2016-08-29,618344,Good,3,Hybrid,35089,No,61672
Kia,2018-01-26,1255359,Excellent,3,Petrol,61096,No,149117
Hyundai,2022-03-12,2313383,Average,3,Petrol,186536,Yes,153113
Hyundai,2023-12-20,1941279,Average,1,Diesel,172126,Yes,230040
Toyota,2024-09-08,2981197,Good,1,Diesel,114830,Yes,718889
Tata,2021-07-30,1499934,Good,4,Petrol,13971,No,296978
Toyota,2019-12-06,2856870,Poor,4,Diesel,164003,Yes,119016
Mahindra,2019-05-21,433694,Good,1,Electric,107989,Yes,51880
Honda,2018-07-19,1301316,Excellent,1,Petrol,145354,Yes,108119
Honda,2020-02-18,2881754,Poor,3,Diesel,193407,No,114410
Mahindra,2020-06-21,1139573,Excellent,3,Electric,89645,No,213865
BMW,2019-12-01,1806768,Poor,2,Electric,196976,Yes,72065
Honda,2018-11-20,1511994,Average,5,Petrol,110727,No,96284
Maruti,2023-08-01,2891348,Average,5,Diesel,76799,Yes,449318
BMW,2022-12-08,1964922,Poor,4,Hybrid,170923,Yes,135124
Maruti,2015-03-01,1771745,Poor,2,Petrol,31868,No,77691
Audi,2015-09-03,1117081,Good,4,Hybrid,71500,No,77285
Toyota,2016-02-14,2579630,Excellent,5,Hybrid,176099,No,117578
Tata,2020-02-21,1959517,Poor,2,Petrol,113620,Yes,120772
BMW,2018-08-11,642010,Average,5,Petrol,75784,No,50000
Maruti,2020-11-25,2640876,Good,1,Diesel,25885,No,565854
Toyota,2018-08-26,2790114,Average,2,Hybrid,53843,Yes,271637
Ford,2018-04-05,822886,Good,3,Electric,69910,No,98232
Honda,2021-10-02,2818564,Excellent,2,Petrol,116515,Yes,444605
Mahindra,2017-09-05,1554147,Poor,2,Electric,86622,Yes,89236
Toyota,2022-02-09,333003,Average,4,Diesel,164994,No,50000
Honda,2024-05-10,1675723,Average,3,Electric,123951,No,330054
BMW,2021-07-27,450329,Poor,1,Petrol,110247,Yes,50000
Audi,2018-01-07,2427192,Poor,2,Electric,11487,Yes,199134
Maruti,2021-04-12,355009,Good,5,Petrol,90530,No,50000
Audi,2019-05-29,649669,Poor,2,Electric,101901,Yes,50000
BMW,2016-02-16,608427,Poor,4,Electric,154703,Yes,50000
Audi,2024-07-09,891982,Excellent,1,Hybrid,89299,No,338762
Honda,2017-11-27,2272062,Average,2,Hybrid,188383,Yes,88860
Kia,2024-03-30,1066179,Excellent,3,Petrol,142237,No,228258
Mahindra,2021-03-10,1011635,Good,2,Hybrid,28091,No,228311
Hyundai,2023-06-04,2472758,Excellent,2,Hybrid,175041,Yes,398332
Ford,2022-08-12,2475340,Poor,5,Diesel,66481,Yes,257823
Tata,2017-06-04,804326,Good,4,Diesel,118679,Yes,50000
Kia,2016-04-20,1083305,Excellent,4,Electric,185982,No,52824
Honda,2016-09-15,1482607,Excellent,1,Petrol,47220,No,165868
Honda,2023-12-18,1965101,Excellent,5,Diesel,27831,No,660251
Maruti,2023-04-17,809448,Good,2,Hybrid,124086,No,166371
Mahindra,2022-01-25,2096281,Poor,3,Electric,108354,Yes,209095
Honda,2023-04-26,2178720,Good,5,Diesel,109181,No,385027
Toyota,2022-10-03,1967750,Poor,2,Electric,90288,No,281684
Mahindra,2016-12-08,551143,Excellent,4,Hybrid,42873,No,63250
BMW,2015-01-10,1932281,Good,4,Hybrid,67293,No,122566
Maruti,2019-10-05,2673838,Average,1,Electric,116312,No,289101
Mahindra,2020-10-16,1998831,Average,2,Hybrid,81564,Yes,244609
Maruti,2017-01-04,2983331,Average,1,Hybrid,170228,Yes,123448
Ford,2020-10-27,1738950,Average,3,Hybrid,124427,No,180934
Mahindra,2021-04-09,2633079,Good,4,Petrol,114812,No,321115
Maruti,2022-01-29,896528,Average,2,Petrol,141079,Yes,86101
Mahindra,2017-02-23,2643532,Poor,4,Electric,60870,Yes,139604
Tata,2022-10-08,1015173,Good,1,Hybrid,182503,Yes,121266
Maruti,2018-05-13,1047732,Excellent,2,Diesel,90240,No,129611
Mahindra,2016-08-14,2742986,Excellent,3,Hybrid,14106,No,351940
Ford,2018-09-12,583269,Excellent,5,Diesel,158527,Yes,50000
Kia,2018-09-27,2732713,Good,2,Hybrid,5817,No,447943
Audi,2018-03-23,746196,Good,2,Hybrid,40054,No,99401
Tata,2021-06-12,2969212,Poor,5,Diesel,105064,No,237289
Hyundai,2024-04-18,734409,Good,1,Diesel,17437,No,281746
BMW,2016-05-04,1827933,Excellent,1,Hybrid,136455,Yes,128207
Maruti,2021-06-01,999853,Poor,1,Electric,156900,Yes,74422
Mahindra,2022-12-10,1967875,Excellent,1,Electric,199141,Yes,264594
Mahindra,2024-04-18,1234125,Excellent,2,Diesel,163772,Yes,234195
Ford,2018-04-28,1669982,Poor,1,Electric,153381,Yes,77005
Hyundai,2021-05-23,2052441,Good,5,Hybrid,39217,No,386639
Hyundai,2020-07-25,2971310,Average,5,Diesel,70425,Yes,290759
Ford,2019-08-06,1029425,Good,2,Hybrid,123355,No,116475
Ford,2017-09-10,2019951,Average,2,Diesel,65401,No,167059
Honda,2022-08-22,318688,Poor,2,Diesel,93851,Yes,50000
Maruti,2018-01-23,1411995,Poor,2,Petrol,78979,No,81785
Honda,2019-04-03,2292279,Poor,5,Electric,100847,Yes,133631
Tata,2019-09-13,2609793,Poor,5,Petrol,104293,Yes,132393
Maruti,2020-10-24,1521635,Excellent,1,Diesel,197674,Yes,129585
Ford,2015-04-27,1596848,Good,3,Hybrid,27688,No,131624
Tata,2021-09-22,2389630,Excellent,4,Diesel,55099,No,533519
Maruti,2020-01-28,838176,Good,1,Electric,189596,No,71664
Audi,2020-04-09,2825402,Excellent,5,Diesel,45310,No,487428
Kia,2019-07-15,2822347,Good,1,Electric,86076,No,428310
Toyota,2021-02-11,2262500,Average,1,Electric,199485,No,166868
Kia,2016-09-03,1733216,Average,2,Petrol,65534,No,113302
Ford,2018-10-17,440798,Excellent,5,Hybrid,85877,No,53620
Toyota,2019-01-07,2740158,Poor,2,Petrol,50164,Yes,188611
Ford,2017-02-19,2144416,Average,2,Hybrid,186558,No,83572
Ford,2018-01-09,524954,Average,3,Electric,84203,No,50000
Toyota,2021-03-06,1302690,Average,2,Diesel,95917,No,165202
Toyota,2024-12-27,1663624,Poor,4,Hybrid,183219,Yes,144543
Mahindra,2018-08-14,2388778,Good,5,Petrol,24953,No,264521
Ford,2021-06-13,985616,Average,2,Petrol,15810,No,169771
Honda,2019-03-16,385429,Poor,4,Electric,168351,Yes,50000
Maruti,2017-05-13,899164,Excellent,3,Hybrid,176923,No,56060
BMW,2015-02-11,1137110,Excellent,2,Petrol,143611,Yes,51930
BMW,2016-01-17,1127550,Excellent,4,Petrol,118223,No,69229
Toyota,2021-02-06,726132,Good,3,Diesel,113839,Yes,88415
Ford,2021-10-16,1947827,Average,1,Hybrid,64878,No,353046
Tata,2021-06-26,1851540,Excellent,1,Petrol,41588,No,460549
Audi,2024-09-05,2474249,Good,1,Electric,53618,No,998362
Kia,2021-10-18,327549,Poor,2,Hybrid,60456,Yes,50000
Tata,2020-03-11,860013,Good,3,Diesel,188533,No,60094
Audi,2017-04-11,772589,Poor,5,Petrol,188863,Yes,50000
Honda,2021-05-28,1423394,Excellent,5,Diesel,60051,No,278175
Kia,2024-09-19,775294,Excellent,2,Electric,54947,No,356922
BMW,2021-02-20,445174,Poor,1,Petrol,97231,No,50000
Hyundai,2021-11-02,479115,Excellent,5,Hybrid,157093,Yes,57437
Kia,2021-06-24,536218,Poor,5,Diesel,121891,Yes,50000
